Email;Tip;Kaynak;Tarih
sanem.sokmen@astoras.com.tr;E-Posta;N TL Elektrik Sanayi ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@musan.com.tr;E-Posta;Müsan Mak. Ürt. San. ve Tic. A.Ş. (Müsan Mühendislik Ltd. Şti.) | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@netelsan.com.tr;E-Posta;Netelsan Elektrik Elektronik Sistemleri San. Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@nisshinseifunturkey.com;E-Posta;Nisshin Seifun Turkey Makarna ve Gıda San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@nurus.com.tr;E-Posta;Numaş Teknoloji Üretim A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
nurdil@nurdil.com.tr;E-Posta;Nurdil Teknik Soğutma San. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
nurol@nurolmakina.com.tr;E-Posta;Nurol Makina Sanayi A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
offi@offi.com.tr;E-Posta;Offi Teknik Mobilya Tasarım ve Üretim A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
opalon@opalon.com.tr;E-Posta;Opal On Prefabrik Yapılar İnş. San. Ve Tic A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@ortana.com;E-Posta;Ortana Elektronik Yazılım Taah. San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@osmanlireklam.com.tr;E-Posta;Osmanlı Reklam San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
sudakovac@hotmail.com;E-Posta;Panadekor İnşaat Malzemelri San ve Tic. LTD. ŞTİ. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@paletsan.com.tr;E-Posta;Paletsan Palet ve Plastik Sanayi Ltd.Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@parkkentmobilyalari.com;E-Posta;Park Kent Mobilyaları İnş. Paz. San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
pars@parssavunma.com.tr;E-Posta;Pars Havacılık Savunma Makina ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@paslanmazcelik.com.tr;E-Posta;Paslanmaz Çelik Mutfak Cihazları ve Soğutma San. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@pidosan.com.tr;E-Posta;Pidosan Plastik Doğrama ve İnşaat San. A.Ş | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@pres-san.com;E-Posta;Pres-san Makine İmalat San. Ve Tic. Ltd.Şti | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
elektromed@elektromed.com.tr;E-Posta;Proton Sayaç Sistemleri Sanayi ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
profil@promotech.com.tr;E-Posta;Promotech Çelik Profil San. Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@rotazincir.com;E-Posta;Rota Zincir Teknolojileri ve Makine İmalat San. Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@sayalvinc.com;E-Posta;Sayal Vinç Makine ve Sanayi Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
stl@sedattahir.com;E-Posta;Sedat Tahir Tüketim Maddeleri San. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
tyre@seha.com.tr;E-Posta;Seha Mühendislik Müşavirlik Ticaret ve Makine Sanayi A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@seha.com.tr;E-Posta;Seha Mühendislik Müşavirlik Ticaret ve Makine Sanayi A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@serdarplastik.com;E-Posta;Serdar Plastik İmalat San. Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@serdarplastik.com.tr;E-Posta;Serdar Plastik İmalat San. Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
segmen@segmen.com.tr;E-Posta;Seğmen Kardeşler Gıda Üretim Amb.San. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
seckin@seckinmakine.com.tr;E-Posta;Seçkin Makine San. Ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info.sfa@sfaelectric.com;E-Posta;SFA Elektromekanik Elektrik San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
sft@ttnet.net.tr;E-Posta;SFT Makina Elektronik San. ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@metals.com.tr;E-Posta;Sonbay Boru Profil Metal Sanayi Nakliyat İnşaat Taahhüt Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@somas.com.tr;E-Posta;Som Civata Somun A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
sales@sonsan.com.tr;E-Posta;Sonsan Sondaj Sanayi Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@soke.com.tr;E-Posta;Söke Değirmencilik San. ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
t-kalip@t-kalip.com;E-Posta;T-Kalıp Sanayi Ve Ticaret A.Ş | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
teknik@tamerimalat.com;E-Posta;Tamer İmalat San. ve Tic. Ltd. Şti. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
tega@tega.com.tr;E-Posta;Tega Mühendislik San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@tegasmetal.com;E-Posta;Tegas Metal A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
info@teknikgrup.org;E-Posta;Teknik Grup Savunma Havacılık Makina Metal Kalıp İnşaat San. Ve Tic. A.Ş. | Ankara Sanayi Odası 1.Organize Sanayi Bölgesi;3/20/2026
